Cifras Oficiales de Población de los Municipios Españoles: Revisión del Padrón Municipal
Detalle municipal
Ceuta: Población por municipios y sexo. 
Unidades:   Personas

,Total,,,,,,,,,,,,,,,,,,,
,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,
51 Ceuta,84963.0,84180.0,84018.0,82376.0,80579.0,78674.0,77389.0,76603.0,75861.0,75276.0,74654.0,74931.0,76152.0,75694.0,75241.0,73704.0,72117.0,  
51001 Ceuta,84963.0,84180.0,84018.0,82376.0,80579.0,78674.0,77389.0,76603.0,75861.0,75276.0,74654.0,74931.0,76152.0,75694.0,75241.0,73704.0,72117.0, 68796.0,
Notas:
