Cifras Oficiales de Población de los Municipios Españoles: Revisión del Padrón Municipal
Detalle municipal
Bizkaia: Población por municipios y sexo. 
Unidades:   Personas

,Total,,,,,,,,,,,,,,,,,,,
,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,
48 Bizkaia,1151905.0,1156447.0,1158439.0,1155772.0,1153724.0,1152658.0,1146421.0,1141457.0,1139863.0,1136181.0,1132861.0,1133428.0,1133444.0,1132616.0,1132729.0,1137418.0,1137594.0, 1140026.0,
48001 Abadiño,7504.0,7458.0,7385.0,7312.0,7310.0,7260.0,7197.0, 7163.0,7129.0,7031.0,6996.0,6954.0,6841.0,6851.0,6858.0,6820.0, 6897.0,
48002 Abanto y Ciérvana-Abanto Zierbena,9688.0,9758.0,9708.0,9713.0,9724.0,9647.0,9608.0, 9608.0,9503.0,9315.0,9190.0,9111.0,9033.0,8989.0,8920.0,8812.0, 8417.0,
48911 Ajangiz,463.0,450.0,457.0,458.0,450.0,445.0,445.0, 441.0,438.0,428.0,430.0,425.0,414.0,418.0,416.0,401.0, 388.0,
48912 Alonsotegi,2843.0,2827.0,2845.0,2820.0,2828.0,2835.0,2831.0, 2785.0,2745.0,2626.0,2658.0,2660.0,2703.0,2760.0,2775.0,2829.0, 2894.0,
48003 Amorebieta-Etxano,18579.0,18650.0,18513.0,18140.0,17969.0,17842.0,17626.0, 17112.0,16800.0,16609.0,16398.0,16367.0,16302.0,16216.0,16243.0,16207.0, 16060.0,
48004 Amoroto,417.0,402.0,405.0,413.0,414.0,408.0,404.0, 396.0,387.0,370.0,378.0,375.0,367.0,365.0,364.0,370.0, 374.0,
48005 Arakaldo,144.0,130.0,126.0,128.0,112.0,95.0,93.0, 94.0,90.0,95.0,94.0,96.0,88.0,90.0,88.0,92.0, 110.0,
48006 Arantzazu,380.0,364.0,360.0,354.0,325.0,305.0,307.0, 294.0,289.0,279.0,285.0,287.0,290.0,276.0,270.0,270.0, 285.0,
48093 Areatza,1211.0,1227.0,1226.0,1179.0,1142.0,1131.0,1110.0, 1072.0,1036.0,1021.0,1027.0,1039.0,1046.0,1044.0,1044.0,1049.0, 1096.0,
48009 Arrankudiaga,974.0,964.0,961.0,933.0,920.0,909.0,885.0, 824.0,802.0,779.0,775.0,789.0,764.0,745.0,745.0,740.0, 730.0,
48914 Arratzu,398.0,387.0,388.0,389.0,379.0,375.0,358.0, 351.0,346.0,357.0,363.0,373.0,380.0,390.0,395.0,390.0, 399.0,
48010 Arrieta,573.0,545.0,551.0,542.0,558.0,551.0,551.0, 541.0,529.0,512.0,505.0,521.0,517.0,509.0,488.0,472.0, 471.0,
48011 Arrigorriaga,12374.0,12374.0,12525.0,12511.0,12358.0,12435.0,12399.0, 12245.0,12134.0,11871.0,11515.0,11171.0,10715.0,10662.0,10531.0,10502.0, 10413.0,
48023 Artea,775.0,760.0,783.0,783.0,760.0,751.0,727.0, 675.0,678.0,673.0,657.0,649.0,653.0,641.0,616.0,595.0, 594.0,
48008 Artzentales,722.0,728.0,760.0,742.0,729.0,712.0,710.0, 688.0,677.0,660.0,666.0,666.0,668.0,679.0,670.0,644.0, 637.0,
48091 Atxondo,1393.0,1386.0,1415.0,1429.0,1433.0,1454.0,1456.0, 1441.0,1431.0,1424.0,1451.0,1432.0,1445.0,1461.0,1460.0,1488.0, 1490.0,
48070 Aulesti,654.0,648.0,669.0,681.0,680.0,683.0,680.0, 674.0,668.0,659.0,654.0,657.0,652.0,651.0,647.0,643.0, 658.0,
48012 Bakio,2615.0,2628.0,2604.0,2542.0,2470.0,2313.0,2258.0, 2114.0,2024.0,1931.0,1832.0,1756.0,1671.0,1614.0,1587.0,1490.0, 1389.0,
48090 Balmaseda,7829.0,7833.0,7737.0,7583.0,7366.0,7270.0,7174.0, 7073.0,7090.0,7117.0,7043.0,7067.0,7026.0,7007.0,7106.0,7106.0, 7226.0,
48013 Barakaldo,100080.0,100502.0,100369.0,100061.0,99321.0,98460.0,97328.0, 95640.0,95260.0,94967.0,94727.0,95515.0,96421.0,97281.0,98212.0,98649.0, 100474.0,
48014 Barrika,1537.0,1534.0,1510.0,1516.0,1487.0,1449.0,1417.0, 1375.0,1337.0,1283.0,1239.0,1196.0,1170.0,1159.0,1106.0,1076.0, 1047.0,
48015 Basauri,41624.0,41799.0,41971.0,42166.0,42452.0,42657.0,42966.0, 43626.0,44052.0,44627.0,44935.0,45482.0,46669.0,47036.0,47575.0,48107.0, 48490.0,
48092 Bedia,1035.0,1020.0,987.0,970.0,966.0,962.0,982.0, 984.0,983.0,978.0,985.0,988.0,977.0,950.0,984.0,988.0, 996.0,
48016 Berango,6925.0,6947.0,6883.0,6812.0,6748.0,6588.0,6440.0, 6012.0,5904.0,5846.0,5612.0,5288.0,5040.0,4929.0,4823.0,4690.0, 4645.0,
48017 Bermeo,17057.0,17159.0,17144.0,17078.0,17026.0,16937.0,16940.0, 16909.0,16932.0,16901.0,16906.0,16924.0,16907.0,16972.0,17011.0,16989.0, 17176.0,
48018 Berriatua,1236.0,1249.0,1254.0,1257.0,1284.0,1309.0,1282.0, 1177.0,1140.0,1077.0,1023.0,987.0,944.0,940.0,940.0,955.0, 978.0,
48019 Berriz,4785.0,4829.0,4855.0,4871.0,4882.0,4888.0,4829.0, 4676.0,4540.0,4468.0,4445.0,4326.0,4212.0,4139.0,4123.0,4113.0, 4099.0,
48020 Bilbao,346574.0,349356.0,351629.0,352700.0,353187.0,354860.0,353340.0,353168.0,354145.0,353173.0,352317.0,353567.0,353950.0,353943.0,354271.0,357589.0,358467.0, 358875.0,
48021 Busturia,1693.0,1717.0,1745.0,1776.0,1762.0,1746.0,1716.0, 1715.0,1713.0,1685.0,1665.0,1696.0,1670.0,1673.0,1654.0,1667.0, 1640.0,
48901 Derio,5940.0,5828.0,5627.0,5458.0,5372.0,5307.0,5253.0, 5107.0,5030.0,4915.0,4935.0,4864.0,4793.0,4700.0,4609.0,4666.0, 4677.0,
48026 Dima,1416.0,1404.0,1365.0,1356.0,1313.0,1305.0,1266.0, 1155.0,1143.0,1128.0,1079.0,1068.0,1049.0,1055.0,1054.0,1050.0, 1048.0,
48027 Durango,28806.0,28691.0,28618.0,28226.0,28261.0,28229.0,27861.0, 27040.0,26511.0,26131.0,25735.0,25346.0,25082.0,24742.0,24515.0,24260.0, 23909.0,
48028 Ea,865.0,864.0,886.0,896.0,897.0,905.0,892.0, 844.0,797.0,791.0,796.0,821.0,813.0,814.0,818.0,813.0, 808.0,
48031 Elantxobe,391.0,393.0,402.0,423.0,439.0,441.0,438.0, 444.0,456.0,463.0,460.0,453.0,457.0,466.0,470.0,484.0, 510.0,
48032 Elorrio,7240.0,7294.0,7283.0,7249.0,7252.0,7227.0,7165.0, 7116.0,7094.0,7099.0,7170.0,7176.0,7176.0,7166.0,7233.0,7233.0, 7338.0,
48902 Erandio,24311.0,24457.0,24326.0,24262.0,24294.0,24262.0,23987.0, 23653.0,23338.0,23104.0,22876.0,22719.0,22729.0,22853.0,23207.0,23207.0, 23613.0,
48033 Ereño,244.0,249.0,260.0,263.0,258.0,258.0,253.0, 257.0,262.0,256.0,251.0,262.0,253.0,255.0,259.0,266.0, 268.0,
48034 Ermua,16109.0,16247.0,16278.0,16274.0,16196.0,16252.0,16277.0, 16331.0,16449.0,16597.0,16735.0,16920.0,17011.0,17140.0,17260.0,17334.0, 17346.0,
48079 Errigoiti,520.0,532.0,537.0,557.0,529.0,513.0,518.0, 501.0,500.0,484.0,499.0,490.0,476.0,464.0,462.0,452.0, 452.0,
48029 Etxebarri,10754.0,10572.0,10337.0,10133.0,9667.0,9171.0,8536.0, 7887.0,7707.0,7516.0,7390.0,7125.0,6885.0,6690.0,6597.0,6438.0, 6374.0,
48030 Etxebarria,790.0,805.0,805.0,808.0,821.0,831.0,832.0, 812.0,811.0,789.0,790.0,796.0,798.0,808.0,804.0,793.0, 788.0,
48906 Forua,956.0,978.0,969.0,979.0,1012.0,1016.0,986.0, 975.0,993.0,1010.0,1002.0,997.0,991.0,979.0,986.0,979.0, 977.0,
48035 Fruiz,555.0,547.0,537.0,469.0,450.0,423.0,408.0, 402.0,379.0,363.0,357.0,355.0,345.0,341.0,328.0,314.0, 316.0,
48036 Galdakao,29351.0,29219.0,29130.0,29049.0,29254.0,29226.0,29234.0, 29374.0,29594.0,29603.0,29765.0,29569.0,29530.0,29387.0,29417.0,29418.0, 29646.0,
48037 Galdames,815.0,822.0,843.0,849.0,838.0,837.0,813.0, 813.0,824.0,808.0,802.0,806.0,814.0,805.0,782.0,780.0, 804.0,
48038 Gamiz-Fika,1342.0,1348.0,1349.0,1331.0,1327.0,1318.0,1283.0, 1289.0,1264.0,1254.0,1227.0,1201.0,1191.0,1138.0,1085.0,1022.0, 987.0,
48039 Garai,316.0,330.0,342.0,339.0,323.0,318.0,321.0, 279.0,283.0,285.0,275.0,259.0,240.0,241.0,240.0,240.0, 244.0,
48040 Gatika,1615.0,1611.0,1623.0,1584.0,1570.0,1559.0,1520.0, 1419.0,1365.0,1340.0,1295.0,1290.0,1253.0,1217.0,1216.0,1177.0, 1090.0,
48041 Gautegiz Arteaga,868.0,895.0,910.0,879.0,869.0,875.0,870.0, 882.0,869.0,880.0,867.0,856.0,848.0,834.0,811.0,811.0, 778.0,
48046 Gernika-Lumo,16797.0,16863.0,16812.0,16442.0,16295.0,16244.0,16255.0, 15959.0,15855.0,15571.0,15454.0,15452.0,15433.0,15427.0,15491.0,15485.0, 15439.0,
48044 Getxo,79544.0,79839.0,80026.0,80089.0,80277.0,80770.0,81260.0, 82327.0,82687.0,83004.0,83624.0,84024.0,83955.0,83789.0,83459.0,82974.0, 82196.0,
48047 Gizaburuaga,212.0,215.0,204.0,205.0,201.0,196.0,182.0, 179.0,147.0,141.0,140.0,147.0,145.0,140.0,140.0,131.0, 136.0,
48042 Gordexola,1710.0,1717.0,1733.0,1756.0,1740.0,1741.0,1704.0, 1589.0,1571.0,1544.0,1533.0,1529.0,1415.0,1437.0,1445.0,1463.0, 1448.0,
48043 Gorliz,5664.0,5607.0,5532.0,5515.0,5503.0,5400.0,5287.0, 5049.0,4882.0,4750.0,4652.0,4553.0,4386.0,4179.0,3970.0,3808.0, 3523.0,
48045 Güeñes,6535.0,6522.0,6483.0,6400.0,6473.0,6349.0,6275.0, 6167.0,6119.0,6061.0,5960.0,5865.0,5887.0,5896.0,5859.0,5870.0, 5913.0,
48048 Ibarrangelu,639.0,632.0,641.0,636.0,614.0,616.0,611.0, 574.0,570.0,541.0,540.0,541.0,538.0,522.0,515.0,517.0, 525.0,
48094 Igorre,4247.0,4229.0,4235.0,4273.0,4239.0,4238.0,4162.0, 4068.0,4066.0,4019.0,3995.0,3943.0,3927.0,3917.0,3938.0,3940.0, 4000.0,
48049 Ispaster,708.0,715.0,704.0,679.0,668.0,662.0,662.0, 618.0,619.0,615.0,613.0,609.0,606.0,613.0,620.0,615.0, 624.0,
48910 Iurreta,3781.0,3856.0,3884.0,3867.0,3812.0,3837.0,3854.0, 3901.0,4027.0,4046.0,4146.0,4169.0,4252.0,4310.0,4329.0,4420.0, 4483.0,
48050 Izurtza,274.0,279.0,276.0,276.0,270.0,258.0,260.0, 251.0,253.0,265.0,263.0,265.0,258.0,262.0,272.0,273.0, 277.0,
48022 Karrantza Harana/Valle de Carranza,2794.0,2775.0,2806.0,2794.0,2786.0,2810.0,2831.0, 2838.0,2850.0,2884.0,2909.0,2926.0,2980.0,2998.0,3037.0,3081.0, 3147.0,
48907 Kortezubi,461.0,445.0,423.0,430.0,419.0,412.0,409.0, 392.0,387.0,372.0,371.0,381.0,379.0,387.0,362.0,357.0, 368.0,
48051 Lanestosa,266.0,270.0,264.0,265.0,272.0,287.0,286.0, 279.0,279.0,285.0,286.0,291.0,290.0,287.0,291.0,296.0, 296.0,
48052 Larrabetzu,2023.0,2016.0,1974.0,1931.0,1917.0,1874.0,1840.0, 1663.0,1647.0,1618.0,1607.0,1580.0,1559.0,1537.0,1550.0,1552.0, 1518.0,
48053 Laukiz,1129.0,1148.0,1149.0,1138.0,1109.0,1082.0,1056.0, 979.0,986.0,975.0,994.0,1007.0,1005.0,958.0,946.0,919.0, 937.0,
48054 Leioa,30685.0,30637.0,30626.0,30454.0,30262.0,30079.0,29748.0, 29100.0,28858.0,28806.0,28893.0,28401.0,28046.0,27925.0,27645.0,27308.0, 26256.0,
48057 Lekeitio,7305.0,7374.0,7419.0,7409.0,7438.0,7477.0,7490.0, 7307.0,7293.0,7300.0,7354.0,7400.0,7435.0,7423.0,7443.0,7466.0, 7430.0,
48055 Lemoa,3512.0,3475.0,3451.0,3346.0,3226.0,3158.0,3114.0, 2817.0,2831.0,2793.0,2767.0,2707.0,2612.0,2544.0,2487.0,2466.0, 2470.0,
48056 Lemoiz,1182.0,1137.0,1083.0,1042.0,1023.0,1028.0,1031.0, 950.0,925.0,908.0,888.0,887.0,897.0,882.0,898.0,877.0, 829.0,
48081 Lezama,2432.0,2448.0,2476.0,2517.0,2501.0,2465.0,2443.0, 2352.0,2287.0,2223.0,2182.0,2157.0,2141.0,2124.0,2109.0,2053.0, 2057.0,
48903 Loiu,2388.0,2484.0,2498.0,2491.0,2521.0,2290.0,2147.0, 2200.0,2205.0,2193.0,2129.0,2272.0,2016.0,1885.0,1898.0,1661.0, 1686.0,
48058 Mallabia,1211.0,1212.0,1198.0,1188.0,1182.0,1178.0,1171.0, 1135.0,1132.0,1105.0,1119.0,1111.0,1114.0,1119.0,1102.0,1079.0, 1100.0,
48059 Mañaria,507.0,517.0,507.0,513.0,519.0,496.0,474.0, 459.0,458.0,451.0,453.0,455.0,458.0,465.0,476.0,476.0, 473.0,
48060 Markina-Xemein,4982.0,4982.0,4969.0,4967.0,4950.0,4947.0,4804.0, 4575.0,4823.0,4752.0,4713.0,4698.0,4689.0,4661.0,4699.0,4692.0, 4713.0,
48061 Maruri-Jatabe,945.0,948.0,961.0,916.0,896.0,898.0,855.0, 843.0,807.0,772.0,732.0,680.0,645.0,630.0,589.0,582.0, 580.0,
48062 Mendata,379.0,368.0,378.0,381.0,390.0,382.0,371.0, 374.0,346.0,343.0,342.0,340.0,341.0,335.0,333.0,322.0, 332.0,
48063 Mendexa,455.0,440.0,439.0,438.0,431.0,437.0,414.0, 400.0,378.0,363.0,348.0,349.0,352.0,338.0,337.0,341.0, 338.0,
48064 Meñaka,745.0,745.0,754.0,726.0,702.0,678.0,664.0, 634.0,584.0,563.0,535.0,519.0,518.0,514.0,493.0,476.0, 473.0,
48066 Morga,416.0,427.0,406.0,411.0,419.0,409.0,399.0, 404.0,405.0,419.0,422.0,407.0,406.0,398.0,384.0,381.0, 386.0,
48068 Mundaka,1893.0,1929.0,1940.0,1939.0,1938.0,1933.0,1863.0, 1879.0,1852.0,1847.0,1837.0,1843.0,1843.0,1806.0,1787.0,1783.0, 1781.0,
48069 Mungia,17055.0,17022.0,16912.0,16737.0,16527.0,16209.0,15848.0, 15104.0,14882.0,14446.0,14285.0,13985.0,13772.0,13647.0,13396.0,13216.0, 12807.0,
48007 Munitibar-Arbatzegi Gerrikaitz,469.0,458.0,438.0,427.0,415.0,413.0,395.0, 380.0,377.0,385.0,382.0,394.0,401.0,383.0,386.0,394.0, 397.0,
48908 Murueta,311.0,311.0,302.0,308.0,308.0,310.0,309.0, 302.0,281.0,289.0,264.0,249.0,222.0,223.0,218.0,221.0, 202.0,
48071 Muskiz,7612.0,7620.0,7541.0,7408.0,7331.0,7216.0,7089.0, 6839.0,6682.0,6597.0,6573.0,6283.0,6275.0,6208.0,6196.0,6123.0, 6367.0,
48067 Muxika,1443.0,1457.0,1468.0,1477.0,1466.0,1473.0,1448.0, 1331.0,1295.0,1290.0,1302.0,1332.0,1341.0,1361.0,1374.0,1387.0, 1415.0,
