Cifras Oficiales de Población de los Municipios Españoles: Revisión del Padrón Municipal
Detalle municipal
Málaga: Población por municipios y sexo. 
Unidades:   Personas

,Total,,,,,,,,,,,,,,,,,,,
,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,
29 Málaga,1621968.0,1652999.0,1641098.0,1625827.0,1609557.0,1593068.0,1563261.0,1517523.0,1491287.0,1453409.0,1397925.0,1374890.0,1330010.0,1302240.0,1278851.0,1258084.0,1240580.0, 1249290.0,
29001 Alameda,5403.0,5455.0,5504.0,5471.0,5486.0,5481.0,5426.0,5367.0,5314.0,5245.0,5161.0,5066.0,5017.0,5008.0,5002.0,4947.0,4961.0, 4960.0,
29002 Alcaucín,2454.0,2832.0,2817.0,2753.0,2668.0,2576.0,2469.0,2286.0,2086.0,1917.0,1651.0,1599.0,1557.0,1534.0,1511.0,1499.0,1509.0, 1484.0,
29003 Alfarnate,1198.0,1240.0,1300.0,1323.0,1338.0,1348.0,1362.0,1365.0,1386.0,1398.0,1413.0,1401.0,1430.0,1429.0,1443.0,1431.0,1451.0, 1447.0,
29004 Alfarnatejo,477.0,515.0,532.0,546.0,543.0,538.0,516.0,478.0,448.0,404.0,394.0,387.0,388.0,392.0,399.0,408.0,405.0, 422.0,
29005 Algarrobo,6103.0,6601.0,6584.0,6539.0,6350.0,6219.0,6144.0,5907.0,5668.0,5275.0,4979.0,4862.0,4823.0,4844.0,4852.0,4861.0,4794.0, 4735.0,
29006 Algatocín,844.0,866.0,887.0,904.0,937.0,909.0,929.0,936.0,942.0,951.0,944.0,954.0,965.0,962.0,949.0,947.0,972.0, 1014.0,
29007 Alhaurín de la Torre,38300.0,38067.0,37446.0,36730.0,35832.0,35114.0,33567.0,31884.0,30281.0,28509.0,26764.0,25401.0,23774.0,22654.0,21649.0,20192.0,19024.0, 16914.0,
29008 Alhaurín el Grande,24210.0,24249.0,24074.0,23807.0,23675.0,23319.0,22785.0,21776.0,21070.0,20074.0,19324.0,18797.0,17941.0,17488.0,17021.0,16870.0,16838.0, 16859.0,
29009 Almáchar,1890.0,1915.0,1904.0,1885.0,1899.0,1888.0,1896.0,1892.0,1906.0,1898.0,1908.0,1902.0,1822.0,1873.0,1904.0,1956.0,1956.0, 1967.0,
29010 Almargen,2122.0,2045.0,2157.0,2136.0,2137.0,2154.0,2153.0,2114.0,2118.0,2106.0,2074.0,2096.0,2072.0,2084.0,2104.0,2145.0,2145.0, 2146.0,
29011 Almogía,3906.0,4168.0,4195.0,4221.0,4257.0,4298.0,4316.0,4299.0,4309.0,4313.0,4244.0,4269.0,4108.0,4093.0,4072.0,4119.0,4159.0, 4263.0,
29012 Álora,13046.0,13342.0,13399.0,13499.0,13474.0,13395.0,13436.0,13307.0,13204.0,13013.0,12838.0,12739.0,12538.0,12471.0,12509.0,12565.0,12633.0, 12862.0,
29013 Alozaina,2119.0,2206.0,2230.0,2268.0,2244.0,2242.0,2238.0,2217.0,2223.0,2269.0,2236.0,2211.0,2221.0,2159.0,2145.0,2127.0,2188.0, 2274.0,
29014 Alpandeire,269.0,271.0,274.0,279.0,270.0,271.0,278.0,284.0,285.0,291.0,291.0,298.0,311.0,299.0,316.0,301.0,311.0, 303.0,
29015 Antequera,41430.0,41620.0,41827.0,41854.0,45234.0,45168.0,45037.0,44547.0,44032.0,43206.0,42378.0,41953.0,41197.0,40816.0,40598.0,40433.0,40239.0, 40181.0,
29016 Árchez,444.0,487.0,476.0,476.0,446.0,440.0,437.0,427.0,427.0,399.0,397.0,355.0,350.0,352.0,352.0,338.0,333.0, 341.0,
29017 Archidona,8577.0,8705.0,8814.0,8857.0,8837.0,8858.0,8868.0,8736.0,8672.0,8583.0,8403.0,8267.0,8163.0,8206.0,8171.0,8203.0,8168.0, 8246.0,
29018 Ardales,2555.0,2588.0,2606.0,2632.0,2660.0,2641.0,2638.0,2595.0,2558.0,2553.0,2642.0,2650.0,2824.0,2856.0,2903.0,2958.0,2977.0, 3030.0,
29019 Arenas,1282.0,1397.0,1411.0,1423.0,1411.0,1391.0,1421.0,1391.0,1339.0,1285.0,1202.0,1202.0,1194.0,1194.0,1191.0,1199.0,1224.0, 1218.0,
29020 Arriate,4125.0,4075.0,4121.0,4162.0,4137.0,4136.0,4062.0,3971.0,3906.0,3860.0,3716.0,3586.0,3477.0,3454.0,3420.0,3436.0,3415.0, 3430.0,
29021 Atajate,133.0,142.0,158.0,171.0,127.0,130.0,146.0,154.0,142.0,167.0,172.0,175.0,164.0,172.0,164.0,169.0,176.0, 177.0,
29022 Benadalid,253.0,258.0,262.0,262.0,265.0,257.0,261.0,255.0,258.0,259.0,258.0,263.0,261.0,270.0,262.0,260.0,253.0, 264.0,
29023 Benahavís,6660.0,6380.0,5980.0,5486.0,4932.0,4373.0,3844.0,3253.0,2860.0,2649.0,2265.0,2401.0,2204.0,2116.0,2079.0,1867.0,1710.0, 1721.0,
29024 Benalauría,482.0,492.0,511.0,514.0,506.0,503.0,508.0,466.0,468.0,474.0,476.0,481.0,470.0,487.0,499.0,504.0,509.0, 521.0,
29025 Benalmádena,66939.0,69002.0,65965.0,63788.0,61383.0,58854.0,55960.0,52217.0,50298.0,45686.0,42437.0,40064.0,35946.0,33557.0,31964.0,30059.0,28479.0, 27147.0,
29026 Benamargosa,1489.0,1613.0,1634.0,1617.0,1610.0,1631.0,1642.0,1631.0,1608.0,1585.0,1539.0,1528.0,1520.0,1548.0,1551.0,1552.0,1558.0, 1590.0,
29027 Benamocarra,3029.0,3084.0,3089.0,3084.0,3035.0,3061.0,3080.0,3007.0,2952.0,2887.0,2881.0,2852.0,2830.0,2817.0,2811.0,2790.0,2795.0, 2779.0,
29028 Benaoján,1523.0,1531.0,1543.0,1572.0,1602.0,1604.0,1629.0,1632.0,1612.0,1627.0,1628.0,1584.0,1619.0,1623.0,1648.0,1648.0,1684.0, 1704.0,
29029 Benarrabá,520.0,544.0,559.0,587.0,567.0,570.0,570.0,547.0,538.0,560.0,561.0,585.0,584.0,611.0,630.0,653.0,602.0, 647.0,
29030 Borge, El,963.0,984.0,1026.0,1033.0,1015.0,1026.0,1046.0,1041.0,1035.0,988.0,966.0,988.0,984.0,1018.0,1021.0,1033.0,1032.0, 1046.0,
