Cifras Oficiales de Población de los Municipios Españoles: Revisión del Padrón Municipal
Detalle municipal
Sevilla: Población por municipios y sexo. 
Unidades:   Personas

,Total,,,,,,,,,,,,,,,,,,,
,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,
41 Sevilla,1941355.0,1942155.0,1938974.0,1928962.0,1917097.0,1900224.0,1875462.0,1849268.0,1835077.0,1813908.0,1792420.0,1782862.0,1758720.0,1747441.0,1734917.0,1725482.0,1714845.0, 1705320.0,
41001 Aguadulce,2149.0,2166.0,2165.0,2165.0,2181.0,2124.0,2124.0,2060.0,2010.0,1993.0,1982.0,1970.0,1981.0,1968.0,1958.0,1953.0,1966.0, 1956.0,
41002 Alanís,1832.0,1843.0,1858.0,1859.0,1863.0,1894.0,1891.0,1887.0,1890.0,1937.0,1974.0,1984.0,2009.0,2030.0,2014.0,2038.0,2047.0, 2108.0,
41003 Albaida del Aljarafe,3089.0,3084.0,2987.0,2971.0,2898.0,2881.0,2798.0,2586.0,2351.0,2231.0,2157.0,2029.0,1833.0,1840.0,1820.0,1819.0,1814.0, 1841.0,
41004 Alcalá de Guadaíra,74404.0,73876.0,73675.0,72800.0,71740.0,70155.0,68452.0,66089.0,64990.0,63237.0,61063.0,59807.0,58351.0,57830.0,57206.0,56743.0,56244.0, 56313.0,
41005 Alcalá del Río,11690.0,11620.0,11513.0,11298.0,11004.0,10869.0,10479.0,9943.0,9484.0,9317.0,9211.0,9142.0,9130.0,9214.0,9301.0,9265.0,9274.0, 9368.0,
41006 Alcolea del Río,3402.0,3404.0,3424.0,3408.0,3407.0,3394.0,3370.0,3331.0,3356.0,3331.0,3336.0,3328.0,3382.0,3366.0,3392.0,3350.0,3385.0, 3398.0,
41007 Algaba, La,16105.0,16029.0,15754.0,15519.0,15255.0,14942.0,14642.0,14064.0,13764.0,13623.0,13463.0,13304.0,13113.0,12989.0,12916.0,12785.0,12784.0, 12792.0,
41008 Algámitas,1316.0,1310.0,1326.0,1320.0,1346.0,1363.0,1341.0,1321.0,1330.0,1337.0,1347.0,1360.0,1371.0,1378.0,1373.0,1382.0,1377.0, 1412.0,
41009 Almadén de la Plata,1503.0,1531.0,1553.0,1542.0,1520.0,1533.0,1560.0,1577.0,1649.0,1696.0,1705.0,1686.0,1713.0,1738.0,1764.0,1728.0,1716.0, 1696.0,
41010 Almensilla,5816.0,5814.0,5776.0,5786.0,5732.0,5598.0,5438.0,5096.0,4927.0,4534.0,4244.0,3545.0,3352.0,3213.0,3110.0,2884.0,2703.0, 2232.0,
41011 Arahal,19585.0,19536.0,19513.0,19382.0,19335.0,19248.0,19150.0,18896.0,18861.0,18655.0,18588.0,18568.0,18473.0,18444.0,18501.0,18431.0,18252.0, 18110.0,
41012 Aznalcázar,4349.0,4257.0,4260.0,4206.0,4128.0,4064.0,4003.0,3860.0,3793.0,3692.0,3613.0,3581.0,3522.0,3522.0,3518.0,3490.0,3431.0, 3387.0,
41013 Aznalcóllar,6144.0,6200.0,6192.0,6161.0,6191.0,6185.0,6188.0,6168.0,6094.0,5988.0,5841.0,5845.0,5818.0,5811.0,5820.0,5804.0,5756.0, 5812.0,
41014 Badolatosa,3150.0,3184.0,3214.0,3215.0,3238.0,3214.0,3228.0,3218.0,3200.0,3198.0,3178.0,3167.0,3173.0,3198.0,3171.0,3124.0,3130.0, 3173.0,
41015 Benacazón,7214.0,7144.0,6985.0,6872.0,6726.0,6431.0,6103.0,6089.0,5921.0,5754.0,5578.0,5463.0,5179.0,5055.0,5021.0,5033.0,4937.0, 4936.0,
41016 Bollullos de la Mitación,10031.0,9882.0,9756.0,9470.0,9142.0,8849.0,8334.0,7729.0,7084.0,6639.0,6062.0,5567.0,5341.0,5156.0,5009.0,5012.0,5012.0, 4950.0,
41017 Bormujos,20947.0,20681.0,20345.0,19694.0,19110.0,18590.0,17670.0,16548.0,15741.0,14585.0,13492.0,12641.0,11534.0,10400.0,9462.0,8223.0,7521.0, 6839.0,
41018 Brenes,12696.0,12897.0,12837.0,12717.0,12580.0,12460.0,12245.0,12022.0,11820.0,11412.0,11156.0,10929.0,10781.0,10720.0,10666.0,10597.0,10509.0, 10623.0,
41019 Burguillos,6475.0,6556.0,6459.0,6286.0,6120.0,5781.0,5335.0,4876.0,4510.0,4142.0,3945.0,3737.0,3680.0,3603.0,3514.0,3498.0,3485.0, 3451.0,
41020 Cabezas de San Juan, Las,16546.0,16589.0,16562.0,16580.0,16571.0,16464.0,16292.0,16239.0,16139.0,16055.0,15937.0,15867.0,15783.0,15655.0,15676.0,15660.0,15632.0, 15509.0,
41021 Camas,26665.0,26535.0,26485.0,26292.0,26086.0,26015.0,25780.0,25694.0,25706.0,25768.0,25393.0,25502.0,25109.0,25302.0,25333.0,25499.0,25499.0, 25679.0,
41022 Campana, La,5451.0,5497.0,5514.0,5511.0,5507.0,5469.0,5467.0,5310.0,5260.0,5236.0,5166.0,5138.0,5148.0,5180.0,5169.0,5212.0,5212.0, 5260.0,
41023 Cantillana,10842.0,10842.0,10921.0,10700.0,10643.0,10627.0,10442.0,9927.0,9744.0,9411.0,9289.0,9138.0,8999.0,8989.0,8947.0,8959.0,8929.0, 8930.0,
41901 Cañada Rosal,3288.0,3277.0,3272.0,3262.0,3242.0,3198.0,3175.0,3122.0,3103.0,3085.0,3059.0,3044.0,3024.0,3018.0,2988.0,3036.0,2948.0, 2904.0,
41024 Carmona,28717.0,28793.0,28814.0,28679.0,28576.0,28344.0,27950.0,27578.0,27221.0,26926.0,26558.0,26297.0,25932.0,25793.0,25723.0,25403.0,25326.0, 25266.0,
41025 Carrión de los Céspedes,2551.0,2524.0,2559.0,2521.0,2511.0,2487.0,2412.0,2261.0,2267.0,2274.0,2292.0,2296.0,2323.0,2315.0,2331.0,2306.0,2271.0, 2257.0,
