CODAUTO,AUTONOMIA,CODPROV,NOMBRE,2014_H_PUBLICO,2014_CAMAS_PUB,2014_H_PRIVADO_,2014_CAMAS_PRIV,2013_H_PUBLICO,2013_CAMAS_PUB,2013_H_PRIVADO,2013_CAMAS_PRIV,2012_H_PUBLICO,2012_CAMAS_PUB,2012_H_PRIVADO,2012_CAMAS_PRIV,2011_H_PUBLICO,2011_CAMAS_PUB,2011_H_PRIVADO,2011_CAMAS_PRIV,2010_H_PUBLICO,2010_CAMAS_PUB,2010_H_PRIVADO,2010_CAMAS_PRIV
"14","REGI‡N DE MURCIA","30","MURCIA","0.0202874576694","5.03285007569","0.0249691786701","2.40016229966","0.0201713947899","5.03353882295","0.023274686296","2.24212811318","0.0217200410819","5.02043235293","0.0232714725878","2.18906985475","0.0218051214","4.92639992773","0.0233626300714","2.1914147007","0.0204105984387","4.93308463804","0.0235506905062","2.18550407898"
"15","C. FORAL DE NAVARRA","31","NAVARRA","0.0124110669484","4.45247026774","0.0217193671597","3.06243076952","0.0214248111556","4.3920862869","0.0214248111556","3.02089837294","0.0211956143246","4.20581547098","0.0211956143246","3.1036435261","0.0180041229442","4.10794071842","0.0210048101015","3.07570433629","0.0178987467894","4.10477926371","0.0208818712543","3.05770257652"
"12","GALICIA","32","OURENSE","0.00565101586429","1.0200083635","0.00188367195476","0.0922999257833","0.00655329466889","1.01388830377","0.0018723699054","0.0917461253645","0.00649736392664","1.00523501894","0.00185638969332","0.0909630949729","0.00647256971189","0.992152471551","0.00184930563197","0.0906159759664","0.00645553382193","1.01259659092","0.00276665735225","0.118044047029"
"3","PPDO. DE ASTURIAS","33","ASTURIAS","0.0656289340071","16.7174793716","0.0656289340071","6.16911979667","0.0710248290965","17.6555887662","0.0651060933385","6.11997277382","0.0702934164358","18.2294259957","0.0644356317328","6.05694938288","0.0699023696903","18.2445184892","0.0640771722161","6.04655497821","0.0695611848588","18.3583560373","0.0637644194539","5.88371688598"
"7","CASTILLA Y LE‡N","34","PALENCIA","0.00272720578677","0.449988954817","0.00272720578677","0.386354153125","0.00271776056529","0.448430493274","0.00271776056529","0.385016080083","0.00272525851348","0.451484493733","0.00272525851348","0.38607828941","0.00273478094405","0.460354792248","0.00273478094405","0.387427300407","0.00275076677624","0.463045740667","0.00275076677624","0.389691959967"
"5","CANARIAS","35","LAS PALMAS","0.012619371366","2.60695180136","0.012619371366","1.44912447853","0.0125647871839","2.66687607979","0.0125647871839","1.47217423172","0.0125205023226","2.59487410635","0.0125205023226","1.46698552213","0.0124544504422","2.56457892022","0.0124544504422","1.46962515218","0.0124678951699","2.56734741374","0.0124678951699","1.46601667373"
"12","GALICIA","36","PONTEVEDRA","0.0292005758354","5.73791315165","0.0321206334189","3.81067514651","0.028939539514","5.68661951451","0.0318334934655","3.77660990658","0.0285254618272","5.63948380324","0.0313780080099","3.72257276845","0.0283297354569","5.58379085856","0.0339956825483","3.80468347187","0.0282790234688","5.54834440457","0.0395906328563","4.0778351842"
"7","CASTILLA Y LE‡N","37","SALAMANCA","0.00398093926281","0.952439718627","0.000995234815702","0.117437708253","0.00394155074402","0.962723769226","0.000985387686004","0.116275746949","0.00393108416353","0.960167306942","0.000982771040882","0.115966982824","0.00388429085958","0.980783442045","0.000971072714896","0.114586580358","0.0038913761268","0.983545316048","0.000972844031699","0.11479559574"
"5","CANARIAS","38","SANTA CRUZ DE TENERIFE","0.0203854203474","4.17051724607","0.0169878502895","2.1829387622","0.0202741059119","4.14943367664","0.0168950882599","2.1710188414","0.0202067487173","4.07334376226","0.0185228529909","2.2732592307","0.0202319594147","4.07842581868","0.0185459627968","2.26429345783","0.0202617138033","4.10806247362","0.0202617138033","2.27606585057"
"6","CANTABRIA","39","CANTABRIA","0.0251093827486","8.36142445528","0.0251093827486","4.29370445001","0.0247368616344","8.23737492424","0.0247368616344","4.12487167753","0.0244347927013","8.3200469148","0.0244347927013","4.15391475923","0.0304564199088","8.87500076141","0.024365135927","4.11770797166","0.0304380646261","8.71746170891","0.0243504517009","4.31002995106"
"7","CASTILLA Y LE‡N","40","SEGOVIA","0.00154531242354","0.222009884848","0.00051510414118","0.025755207059","0.00154467588838","0.221918435964","0.000514891962794","0.0257445981397","0.00154721001932","0.222282506109","0.000515736673106","0.0257868336553","0.00155524059054","0.223436231507","0.000518413530178","0.0264390900391","0.00208648805981","0.224819088445","0.000521622014953","0.0266027227626"
"1","ANDALUC÷A","41","SEVILLA","0.162652758049","35.7619197363","0.140965723642","14.88814912","0.160787214201","37.4527017612","0.139348918974","14.7602662636","0.158693214278","36.9649393792","0.137534119041","14.5680370707","0.157524967707","37.1023807273","0.13652163868","14.775841971","0.157467089378","38.5269478679","0.125973671503","15.1483339982"
"7","CASTILLA Y LE‡N","42","SORIA","0.021372849357","2.39375912799","","","0.0210995688655","2.49678231575","","","0.0208727596571","2.46994322609","","","0.0207458836709","2.45492956772","","","0.0206502061579","2.44360772868","",""
"9","CATALU•A","43","TARRAGONA","0.014981984164","2.3047285639","0.014981984164","2.46703339235","0.0148115599288","2.24395132921","0.0148115599288","2.43897020161","0.0147384116168","2.23286935995","0.0135102106487","2.41218670129","0.0147892349159","2.20359600247","0.0147892349159","2.42789939869","0.0148437693278","2.25501595705","0.0148437693278","2.43685213132"
"2","ARAG‡N","44","TERUEL","0.00500374029587","0.670501199647","","","0.00498490819045","0.667977697521","","","0.00497204467879","0.691114210352","","","0.00496365980565","0.689948712985","","","0.00496827754786","0.690590579152","",""
"8","CASTILLA-LA MANCHA","45","TOLEDO","0.0100123581106","2.17983339436","0.00429101061882","0.215980867814","0.0113249160894","2.1772151182","0.00424684353354","0.219420249233","0.0112481510852","2.15542695169","0.00421805665694","0.219338946161","0.0113115454116","2.16474700315","0.00424182952935","0.220575135526","0.0114619913204","2.18637484437","0.00429824674515","0.223508830748"
"10","COMUNIDAD VALENCIANA","46","VALENCIA","0.00666954895802","2.09306139359","0.00431559050225","0.532386937414","0.00662387384404","2.10249548602","0.00428603601673","0.536533781367","0.00658712519258","2.16948905607","0.00426225747755","0.545956435079","0.00698020994145","2.21350213032","0.00426568385311","0.546395322639","0.00658621922734","2.1668661258","0.00464909592518","0.552467565776"
"7","CASTILLA Y LE‡N","47","VALLADOLID","0.00566939490548","2.90273019161","0.00755919320731","0.958127739026","0.00563608900512","2.88567757062","0.00751478534016","0.952499041865","0.00561503331586","2.87489705772","0.00748671108782","0.840383319608","0.0074783967813","2.94648833183","0.0074783967813","0.727274086981","0.00749568997826","2.87834495165","0.00749568997826","0.721460160408"
"16","PA÷S VASCO","48","VIZCAYA","0.00781314431312","2.66341408363","0.0104175257508","0.668457902344","0.00778245782124","2.65900642226","0.011241327964","0.787757675017","0.00776907545412","2.65961349713","0.0103587672722","0.64310680148","0.0077870029729","2.7384293788","0.0112478931831","0.711212938192","0.00780082584743","2.7649593837","0.0104011011299","0.623199309367"
"7","CASTILLA Y LE‡N","49","ZAMORA","0.0215712498382","3.23568747573","0.00539281245955","0.23728374822","0.0212460827535","3.18691241302","0.00531152068837","0.233706910288","0.0208755192785","3.13132789178","0.00521887981964","0.229630712064","0.0206843414364","3.10265121546","0.0103421707182","0.341291633701","0.0205958375812","3.08937563718","0.0102979187906","0.381022995253"
"2","ARAG‡N","50","ZARAGOZA","0.0104154623788","3.26941364071","0.00833236990306","0.960305631328","0.0102182829606","3.20649719304","0.00817462636848","0.981976992514","0.0102235899114","3.2183861041","0.00817887192909","0.992710580393","0.0102740605656","3.22708242365","0.00821924845247","1.02329643233","0.0102748311845","3.22013209323","0.00821986494762","1.02337318598"
"18","CEUTA","51","CEUTA","0.0117698292198","2.96599696338","","","0.0118793062485","2.99358517463","","","0.0238044228618","3.59446785213","","","0.0242789161892","3.66611634457","0.0121394580946","1.97873166942","0.0124101813127","0.620509065637","0.0124101813127","2.02285955398"
"19","MELILLA","52","MELILLA","0.0118330592008","2.01162006414","","","0.0119504296179","2.03157303505","","","0.0123759312888","2.1039083191","","","0.0127427493756","2.1917528926","","","0.0131520109425","2.26214588211","",""
